!CSV A.01.01
!Agilent Technologies,N5241A,MY52011414,A.09.80.16
!Date: Friday, February, 27, 2015 18:02:12
!Source: GCA Sweep Data

"Calibration State:","ON",,,,,,,
"Num Freq Points:",201,,,,,,,
"Num Power Points:",21,,,,,,,

Frequency,S11,,Pin Data,,Pout Data,,S21,,Delta Gain,,AI1,AI2,
<Hz>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<LogMag (dB)>,<Phase (Deg)>,<LogMag (dBm)>,<Phase (Deg)>,<Real (U)>,<Real (U)>
2.191e+009,-12.741,-150.506,30.0405,-3.86607,46.9248,42.3952,16.8843,46.2613,0.0430598,-5.37694,0,0
2.191e+009,-12.0141,-152.197,30.882,-2.86578,47.4679,41.3785,16.5859,44.2443,-0.255352,-7.39389,0,0
2.191e+009,-11.2922,-152.924,31.7363,-1.72918,47.8973,40.4161,16.1609,42.1453,-0.680324,-9.49294,0,0
2.191e+009,-10.6695,-152.782,32.5758,-0.385446,48.2229,39.7254,15.6471,40.1108,-1.19415,-11.5274,0,0
2.191e+009,-10.1421,-152.306,33.395,0.656274,48.4691,38.7836,15.0741,38.1273,-1.76718,-13.5109,0,0
2.191e+009,-9.65359,-151.86,34.2578,1.88276,48.6732,38.0096,14.4154,36.1268,-2.42583,-15.5114,0,0
2.191e+009,-9.21968,-151.609,35.095,3.0489,48.8299,37.2402,13.7349,34.1913,-3.10631,-17.4469,0,0
2.191e+009,-8.81336,-151.596,35.9502,3.86328,48.9479,36.1096,12.9977,32.2464,-3.84354,-19.3918,0,0
2.191e+009,-8.44225,-151.748,36.8142,5.31361,49.0309,35.7112,12.2167,30.3976,-4.62451,-21.2406,0,0
2.192e+009,-15.5095,-134.934,19.96,-31.4562,36.7421,19.3054,16.7821,50.7617,0,0,0,0
2.192e+009,-15.3981,-135.937,20.8247,-30.8161,37.6416,19.9088,16.8168,50.7249,0.0346749,-0.0367658,0,0
2.192e+009,-15.3089,-137.037,21.6645,-29.3925,38.5198,21.4328,16.8553,50.8253,0.0731433,0.0636031,0,0
2.192e+009,-15.1369,-138.152,22.4917,-28.1836,39.4154,22.5614,16.9236,50.745,0.141493,-0.0167162,0,0
2.192e+009,-15.0049,-139.424,23.3259,-27.0493,40.2971,23.5963,16.9712,50.6456,0.189062,-0.11605,0,0
2.192e+009,-14.8469,-140.684,24.1853,-26.3284,41.1987,24.2038,17.0134,50.5323,0.231302,-0.229421,0,0
2.192e+009,-14.6905,-141.977,25.001,-25.1706,42.0528,25.1714,17.0518,50.3419,0.269622,-0.419734,0,0
2.192e+009,-14.4749,-143.432,25.8469,-23.4662,42.9382,26.5781,17.0913,50.0443,0.309134,-0.717372,0,0
2.192e+009,-14.2507,-144.995,26.7027,-22.5758,43.8119,26.9929,17.1092,49.5686,0.327027,-1.19307,0,0
2.192e+009,-13.9889,-146.406,27.5247,-21.6071,44.6381,27.5031,17.1134,49.1102,0.331277,-1.65143,0,0
2.192e+009,-13.6416,-148.073,28.3809,-20.1849,45.4629,28.121,17.082,48.3059,0.299909,-2.45576,0,0
2.192e+009,-13.1956,-149.876,29.2113,-19.463,46.2125,27.6352,17.0013,47.0982,0.219118,-3.66345,0,0
2.192e+009,-12.5745,-151.803,30.0503,-18.0833,46.8784,27.4271,16.8281,45.5104,0.0459666,-5.25132,0,0
2.192e+009,-11.8609,-153.492,30.881,-16.8248,47.4202,26.6305,16.5392,43.4553,-0.242886,-7.30643,0,0
2.192e+009,-11.1501,-154.162,31.7237,-15.8795,47.8491,25.513,16.1254,41.3925,-0.656709,-9.36913,0,0
2.192e+009,-10.5366,-154.025,32.5563,-14.7626,48.1753,24.5694,15.6189,39.332,-1.16319,-11.4297,0,0
2.192e+009,-10.0083,-153.531,33.4061,-13.3246,48.4295,24.004,15.0233,37.3285,-1.7588,-13.4331,0,0
2.192e+009,-9.54007,-153.078,34.2583,-12.3345,48.632,23.0025,14.3737,35.337,-2.40842,-15.4247,0,0
2.192e+009,-9.11109,-152.775,35.1039,-10.8438,48.7888,22.5681,13.6849,33.4118,-3.09724,-17.3499,0,0
2.192e+009,-8.70775,-152.747,35.9575,-9.86042,48.9076,21.6158,12.9502,31.4762,-3.83198,-19.2854,0,0
2.192e+009,-8.34449,-152.933,36.812,-8.78687,48.9893,20.8206,12.1773,29.6074,-4.60484,-21.1543,0,0
2.193e+009,-15.2951,-136.482,20.0012,-45.799,36.8799,4.59161,16.8787,50.3906,0,0,0,0
2.193e+009,-15.1769,-137.58,20.8236,-44.5163,37.7441,5.67912,16.9205,50.1954,0.0417984,-0.195194,0,0
2.193e+009,-15.0466,-138.633,21.6672,-43.0358,38.6476,7.2934,16.9804,50.3292,0.101707,-0.0613669,0,0
2.193e+009,-14.916,-139.905,22.5254,-42.2206,39.5395,7.96424,17.0141,50.1849,0.135419,-0.205743,0,0
2.193e+009,-14.7761,-140.997,23.3378,-41.7006,40.4239,8.42899,17.0861,50.1296,0.207374,-0.26103,0,0
2.193e+009,-14.6309,-142.272,24.1626,-40.2168,41.2877,9.71591,17.1251,49.9327,0.246379,-0.457934,0,0
2.193e+009,-14.4627,-143.495,25.0178,-38.9917,42.1715,10.8652,17.1537,49.8569,0.27503,-0.533713,0,0
2.193e+009,-14.2617,-144.963,25.8672,-37.6149,43.0555,11.8732,17.1882,49.4881,0.309548,-0.902522,0,0
2.193e+009,-14.0368,-146.358,26.6932,-36.5288,43.9022,12.5963,17.2089,49.1251,0.33025,-1.26549,0,0
2.193e+009,-13.7601,-147.821,27.5432,-35.5493,44.7611,13.0276,17.2179,48.5769,0.339189,-1.81372,0,0
2.193e+009,-13.4355,-149.411,28.3979,-34.2323,45.5786,13.5642,17.1807,47.7965,0.302017,-2.59414,0,0
2.193e+009,-12.9974,-151.208,29.2226,-33.0843,46.3153,13.4599,17.0927,46.5442,0.21403,-3.84645,0,0
2.193e+009,-12.3926,-153.092,30.0533,-32.0925,46.9728,12.8247,16.9196,44.9172,0.0408621,-5.47344,0,0
2.193e+009,-11.6785,-154.644,30.9037,-30.8165,47.5232,12.1109,16.6195,42.9274,-0.259164,-7.46323,0,0
2.193e+009,-10.9806,-155.323,31.7305,-29.5995,47.9445,11.2236,16.214,40.8231,-0.664666,-9.56751,0,0
2.193e+009,-10.3897,-155.215,32.5738,-28.6991,48.2681,10.0136,15.6943,38.7127,-1.18435,-11.6779,0,0
2.193e+009,-9.86775,-154.661,33.4094,-27.4943,48.5189,9.27811,15.1095,36.7724,-1.76915,-13.6182,0,0
2.193e+009,-9.40332,-154.154,34.267,-26.5386,48.72,8.28187,14.4529,34.8205,-2.42575,-15.5701,0,0
2.193e+009,-8.98406,-153.998,35.1019,-24.8048,48.8739,7.99979,13.772,32.8046,-3.10666,-17.586,0,0
2.193e+009,-8.59006,-153.92,35.9566,-24.0735,48.9943,6.83457,13.0377,30.9081,-3.84097,-19.4825,0,0
2.193e+009,-8.22492,-154.102,36.8189,-22.7622,49.0758,6.25789,12.2569,29.0201,-4.62177,-21.3705,0,0
2.194e+009,-15.0726,-137.606,19.9476,-58.92,36.8452,-9.61127,16.8976,49.3088,0,0,0,0
2.194e+009,-14.9709,-138.295,20.805,-58.3582,37.7303,-8.77273,16.9254,49.5854,0.0277283,0.276686,0,0
2.194e+009,-14.8511,-139.526,21.6358,-57.5523,38.6239,-8.04568,16.9881,49.5066,0.090458,0.197845,0,0
2.194e+009,-14.7041,-140.624,22.4711,-56.751,39.516,-7.29019,17.0449,49.4608,0.147316,0.152043,0,0
2.194e+009,-14.5723,-141.639,23.3121,-55.3929,40.3985,-5.99578,17.0865,49.3971,0.188826,0.0883399,0,0
2.194e+009,-14.4153,-143.03,24.1518,-54.1266,41.2899,-4.86538,17.1381,49.2612,0.240463,-0.0475608,0,0
2.194e+009,-14.2648,-144.217,24.9814,-53.0661,42.1583,-3.99103,17.1769,49.0751,0.279308,-0.23369,0,0
2.194e+009,-14.0632,-145.562,25.8262,-51.8975,43.0349,-3.14703,17.2087,48.7504,0.311059,-0.558307,0,0
2.194e+009,-13.8567,-146.91,26.6746,-50.7424,43.8961,-2.33983,17.2216,48.4026,0.32394,-0.906193,0,0
2.194e+009,-13.604,-148.416,27.5372,-49.7511,44.7577,-1.90157,17.2205,47.8496,0.32286,-1.45918,0,0
2.194e+009,-13.2743,-149.969,28.338,-48.4392,45.5521,-1.39675,17.214,47.0425,0.316405,-2.2663,0,0
2.194e+009,-12.8579,-151.651,29.2004,-47.1772,46.3103,-1.27218,17.11,45.905,0.212328,-3.40372,0,0
2.194e+009,-12.2645,-153.516,30.0392,-46.3442,46.9791,-2.03751,16.9399,44.3067,0.0422537,-5.00207,0,0
2.194e+009,-11.575,-155.137,30.8613,-44.8028,47.5215,-2.47888,16.6603,42.3239,-0.237347,-6.98486,0,0
2.194e+009,-10.8857,-155.881,31.707,-43.8566,47.954,-3.66961,16.247,40.187,-0.650629,-9.12174,0,0
2.194e+009,-10.2936,-155.759,32.5563,-42.3777,48.283,-4.22405,15.7267,38.1536,-1.17097,-11.1551,0,0
2.194e+009,-9.79384,-155.344,33.3862,-41.4901,48.5323,-5.33744,15.146,36.1527,-1.75159,-13.1561,0,0
2.194e+009,-9.32521,-154.845,34.2343,-40.4809,48.7343,-6.27095,14.5,34.2099,-2.39763,-15.0988,0,0
2.194e+009,-8.91723,-154.652,35.0561,-38.7162,48.8883,-6.46196,13.8322,32.2543,-3.06544,-17.0545,0,0
2.194e+009,-8.5198,-154.607,35.9312,-37.9808,49.0134,-7.696,13.0822,30.2848,-3.81547,-19.024,0,0
2.194e+009,-8.16118,-154.785,36.7855,-36.8875,49.0956,-8.48496,12.3102,28.4025,-4.58745,-20.9062,0,0
2.195e+009,-14.6998,-138.663,19.9196,-73.4461,36.7834,-25.5057,16.8637,47.9404,0,0,0,0
2.195e+009,-14.5886,-139.799,20.771,-72.3735,37.6821,-24.5954,16.9111,47.778,0.0473776,-0.162397,0,0
2.195e+009,-14.4791,-140.654,21.6425,-71.1384,38.5879,-23.3012,16.9454,47.8372,0.0816464,-0.103203,0,0
2.195e+009,-14.3557,-141.724,22.4764,-70.162,39.4699,-22.3217,16.9935,47.8402,0.129765,-0.100221,0,0
2.195e+009,-14.2169,-142.858,23.2934,-69.1676,40.3478,-21.3842,17.0544,47.7835,0.190681,-0.156987,0,0
2.195e+009,-14.0865,-144.153,24.1333,-67.9103,41.2215,-20.4051,17.0882,47.5052,0.224477,-0.435222,0,0
2.195e+009,-13.917,-145.374,24.9798,-66.9202,42.1142,-19.5391,17.1344,47.3811,0.27062,-0.55936,0,0
2.195e+009,-13.7433,-146.611,25.8187,-65.5267,42.9829,-18.4415,17.1642,47.0852,0.300478,-0.85528,0,0
2.195e+009,-13.5384,-147.923,26.67,-64.6523,43.8536,-17.8831,17.1835,46.7692,0.319788,-1.17124,0,0
2.195e+009,-13.2876,-149.441,27.512,-63.3326,44.6992,-17.257,17.1873,46.0757,0.323519,-1.86478,0,0
2.195e+009,-12.9739,-150.776,28.3554,-62.5054,45.514,-17.0552,17.1587,45.4503,0.294934,-2.49019,0,0
2.195e+009,-12.5699,-152.541,29.1779,-60.9071,46.2576,-16.6635,17.0797,44.2435,0.215935,-3.6969,0,0
2.195e+009,-12.0153,-154.323,30.0061,-60.234,46.919,-17.6033,16.9129,42.6307,0.0492019,-5.30976,0,0
2.195e+009,-11.3389,-155.898,30.8476,-58.6082,47.4746,-17.9198,16.627,40.6884,-0.236744,-7.25202,0,0
2.195e+009,-10.6796,-156.761,31.6894,-57.4562,47.9045,-18.9544,16.2152,38.5018,-0.64855,-9.43861,0,0
2.195e+009,-10.1002,-156.635,32.5329,-56.5567,48.2368,-20.0866,15.7039,36.47,-1.15984,-11.4704,0,0
2.195e+009,-9.61268,-156.213,33.3569,-55.6848,48.4863,-21.167,15.1294,34.5178,-1.73431,-13.4226,0,0
2.195e+009,-9.14944,-155.77,34.2246,-54.2301,48.6958,-21.7228,14.4712,32.5073,-2.39252,-15.4331,0,0
2.195e+009,-8.74282,-155.574,35.0629,-52.9883,48.8524,-22.4811,13.7895,30.5072,-3.07425,-17.4332,0,0
2.195e+009,-8.35717,-155.54,35.9272,-51.9488,48.9765,-23.4121,13.0493,28.5367,-3.81448,-19.4037,0,0
2.195e+009,-8.01504,-155.681,36.7699,-50.5303,49.0565,-23.8124,12.2866,26.7179,-4.57719,-21.2225,0,0
2.196e+009,-14.6574,-140.557,19.9569,-87.514,36.7745,-39.7471,16.8176,47.7669,0,0,0,0
2.196e+009,-14.5131,-141.266,20.7693,-86.2778,37.6491,-38.4543,16.8798,47.8235,0.0621876,0.0566151,0,0
2.196e+009,-14.4105,-142.347,21.6375,-85.3359,38.5447,-37.5299,16.9073,47.806,0.0896154,0.0390378,0,0
2.196e+009,-14.2987,-143.551,22.4836,-84.366,39.4453,-36.6176,16.9616,47.7485,0.144011,-0.0184286,0,0
2.196e+009,-14.1712,-144.535,23.3338,-83.3272,40.3287,-35.5749,16.9949,47.7523,0.177257,-0.0145745,0,0
2.196e+009,-14.0257,-145.639,24.1552,-82.1776,41.2028,-34.5654,17.0476,47.6121,0.229958,-0.154806,0,0
2.196e+009,-13.8733,-146.914,24.9881,-81.1683,42.0755,-33.769,17.0874,47.3993,0.269749,-0.367619,0,0
2.196e+009,-13.6914,-148.014,25.842,-79.6361,42.9585,-32.4141,17.1165,47.222,0.298827,-0.544895,0,0
2.196e+009,-13.4897,-149.491,26.6783,-78.5458,43.8125,-31.8248,17.1343,46.7209,0.316629,-1.04598,0,0
2.196e+009,-13.2476,-150.839,27.5226,-77.5614,44.6665,-31.342,17.144,46.2193,0.326317,-1.54761,0,0
2.196e+009,-12.9301,-152.386,28.3636,-76.0946,45.4817,-30.7157,17.1181,45.3789,0.300505,-2.388,0,0
2.196e+009,-12.5327,-154.05,29.1907,-75.0397,46.2256,-30.8237,17.0349,44.216,0.217279,-3.55092,0,0
2.196e+009,-12.0048,-155.722,30.022,-73.9699,46.8763,-31.2211,16.8543,42.7488,0.0367092,-5.0181,0,0
2.196e+009,-11.3182,-157.372,30.8669,-72.471,47.4398,-31.7887,16.5729,40.6823,-0.24477,-7.08459,0,0
2.196e+009,-10.6542,-158.116,31.7135,-71.7806,47.8703,-33.2168,16.1568,38.5638,-0.660831,-9.20312,0,0
2.196e+009,-10.0862,-158.128,32.539,-70.3711,48.1955,-33.8709,15.6564,36.5002,-1.16119,-11.2668,0,0
2.196e+009,-9.59642,-157.701,33.3712,-69.203,48.4471,-34.686,15.0759,34.517,-1.74178,-13.25,0,0
2.196e+009,-9.14829,-157.302,34.2221,-68.2374,48.6521,-35.7147,14.43,32.5227,-2.38764,-15.2442,0,0
2.196e+009,-8.73449,-157.058,35.0785,-66.8879,48.8137,-36.3497,13.7352,30.5382,-3.08244,-17.2287,0,0
2.196e+009,-8.35775,-157.003,35.9374,-65.9533,48.935,-37.3448,12.9977,28.6085,-3.81997,-19.1584,0,0
2.196e+009,-8.01369,-157.178,36.7851,-64.6729,49.0171,-37.9206,12.2319,26.7523,-4.58572,-21.0147,0,0
2.197e+009,-14.4132,-141.182,19.9731,-101.619,36.7749,-54.5487,16.8018,47.0707,0,0,0,0
2.197e+009,-14.2871,-142.182,20.7922,-100.422,37.6708,-53.4354,16.8787,46.9862,0.0768564,-0.0844686,0,0
2.197e+009,-14.1943,-143.082,21.6408,-98.9761,38.5542,-51.9044,16.9134,47.0717,0.111597,0.00099089,0,0
2.197e+009,-14.0682,-144.036,22.4935,-98.5987,39.4613,-51.5074,16.9678,47.0913,0.16596,0.0206338,0,0
2.197e+009,-13.9407,-145.052,23.3423,-96.9505,40.339,-49.9728,16.9967,46.9777,0.194923,-0.0930048,0,0
2.197e+009,-13.784,-146.276,24.1311,-96.2358,41.1991,-49.4165,17.0679,46.8193,0.266126,-0.251382,0,0
2.197e+009,-13.6621,-147.347,24.9816,-95.2723,42.0641,-48.5616,17.0825,46.7107,0.280712,-0.359961,0,0
2.197e+009,-13.4839,-148.622,25.835,-93.7799,42.9562,-47.3514,17.1212,46.4286,0.319381,-0.642126,0,0
2.197e+009,-13.2622,-149.919,26.6764,-92.8188,43.824,-46.8311,17.1476,45.9877,0.345838,-1.08303,0,0
2.197e+009,-13.0297,-151.217,27.542,-91.6966,44.6857,-46.1574,17.1437,45.5392,0.341879,-1.53146,0,0
2.197e+009,-12.7464,-152.659,28.372,-90.2162,45.4837,-45.5048,17.1117,44.7114,0.309886,-2.35925,0,0
2.197e+009,-12.3544,-154.247,29.1888,-89.1663,46.2236,-45.5503,17.0348,43.616,0.232972,-3.45469,0,0
2.197e+009,-11.8068,-156.024,30.032,-88.0174,46.8988,-46.0077,16.8668,42.0097,0.0649848,-5.06102,0,0
2.197e+009,-11.1602,-157.568,30.8804,-86.5666,47.4535,-46.5242,16.573,40.0423,-0.228758,-7.02834,0,0
2.197e+009,-10.511,-158.384,31.7252,-85.6198,47.8869,-47.7303,16.1617,37.8895,-0.640104,-9.18114,0,0
2.197e+009,-9.95299,-158.292,32.557,-84.661,48.2123,-48.7814,15.6553,35.8796,-1.14646,-11.1911,0,0
2.197e+009,-9.47762,-157.908,33.3733,-83.3756,48.4604,-49.4374,15.087,33.9382,-1.71479,-13.1325,0,0
2.197e+009,-9.036,-157.527,34.2256,-82.626,48.6662,-50.7034,14.4406,31.9227,-2.3612,-15.148,0,0
2.197e+009,-8.63742,-157.242,35.0885,-81.0726,48.8297,-51.1118,13.7412,29.9607,-3.06061,-17.1099,0,0
2.197e+009,-8.26744,-157.206,35.9298,-80.1466,48.9484,-52.1017,13.0186,28.0449,-3.7832,-19.0258,0,0
2.197e+009,-7.92969,-157.386,36.7806,-79.1665,49.034,-53.0105,12.2534,26.1561,-4.54839,-20.9146,0,0
2.198e+009,-14.1077,-142.183,19.9606,-115.489,36.7724,-68.8963,16.8118,46.5927,0,0,0,0
2.198e+009,-14.0087,-143.237,20.8187,-114.554,37.6814,-68.1151,16.8627,46.4392,0.0508589,-0.153493,0,0
2.198e+009,-13.9023,-144.171,21.6642,-113.463,38.5556,-67.0222,16.8913,46.4404,0.079544,-0.152293,0,0
2.198e+009,-13.7951,-145,22.5008,-112.228,39.4311,-65.66,16.9303,46.568,0.11853,-0.0246658,0,0
2.198e+009,-13.6631,-146.14,23.3471,-111.028,40.3372,-64.6845,16.9902,46.3435,0.178361,-0.249168,0,0
2.198e+009,-13.5394,-147.41,24.1694,-110.12,41.2072,-64.0911,17.0378,46.0285,0.226021,-0.564136,0,0
2.198e+009,-13.3896,-148.342,25.0204,-109.173,42.0904,-63.2055,17.07,45.9671,0.258231,-0.625591,0,0
2.198e+009,-13.2021,-149.59,25.8313,-107.584,42.9501,-61.8736,17.1188,45.7108,0.306963,-0.881841,0,0
2.198e+009,-13.0237,-150.819,26.6991,-106.632,43.8221,-61.2946,17.123,45.3376,0.311199,-1.25505,0,0
2.198e+009,-12.7796,-152.09,27.5394,-105.564,44.6712,-60.7499,17.1318,44.814,0.320028,-1.77869,0,0
2.198e+009,-12.4968,-153.539,28.3744,-104.389,45.4784,-60.4041,17.104,43.9852,0.292204,-2.60748,0,0
2.198e+009,-12.1109,-155.085,29.2141,-103.513,46.2334,-60.6201,17.0194,42.8931,0.207559,-3.6996,0,0
2.198e+009,-11.5876,-156.771,30.0455,-101.996,46.892,-60.6408,16.8465,41.3556,0.034734,-5.23712,0,0
2.198e+009,-10.9782,-158.295,30.8636,-100.816,47.4314,-61.4347,16.5679,39.3816,-0.243913,-7.21113,0,0
2.198e+009,-10.334,-159.048,31.7221,-99.9034,47.8687,-62.6394,16.1466,37.264,-0.665192,-9.32868,0,0
2.198e+009,-9.78519,-159.014,32.5544,-98.7106,48.1957,-63.4864,15.6413,35.2241,-1.17051,-11.3685,0,0
2.198e+009,-9.31177,-158.629,33.3918,-97.745,48.4492,-64.501,15.0574,33.244,-1.75442,-13.3487,0,0
2.198e+009,-8.88464,-158.25,34.2314,-96.6506,48.6499,-65.3736,14.4185,31.277,-2.39326,-15.3156,0,0
2.198e+009,-8.48933,-158.053,35.085,-95.0022,48.8112,-65.7258,13.7262,29.2764,-3.0856,-17.3163,0,0
2.198e+009,-8.13288,-158.006,35.9298,-94.141,48.9316,-66.7698,13.0019,27.3712,-3.80994,-19.2215,0,0
2.198e+009,-7.79468,-158.189,36.7925,-92.7531,49.0177,-67.2808,12.2251,25.4723,-4.58665,-21.1204,0,0
2.199e+009,-14.0206,-144.077,19.9912,-129.226,36.7846,-83.947,16.7934,45.2792,0,0,0,0
2.199e+009,-13.8837,-144.953,20.8196,-128.087,37.6762,-82.8792,16.8566,45.2078,0.0632693,-0.0713778,0,0
2.199e+009,-13.7873,-145.597,21.6597,-127.4,38.5564,-81.9881,16.8967,45.4115,0.103316,0.132266,0,0
2.199e+009,-13.6849,-146.652,22.4878,-125.961,39.4307,-80.7442,16.9429,45.2163,0.149549,-0.0629114,0,0
2.199e+009,-13.5795,-147.724,23.3466,-125.065,40.319,-79.8829,16.9723,45.1825,0.17899,-0.0966773,0,0
2.199e+009,-13.4334,-148.715,24.1746,-124.146,41.2015,-79.0515,17.0268,45.0943,0.233481,-0.184927,0,0
2.199e+009,-13.2842,-149.786,25.004,-122.975,42.0648,-78.0719,17.0608,44.9031,0.267497,-0.376059,0,0
2.199e+009,-13.1104,-150.974,25.8566,-121.805,42.9585,-77.1874,17.1019,44.6175,0.308517,-0.661738,0,0
2.199e+009,-12.9291,-152.178,26.6996,-120.433,43.8183,-76.2236,17.1186,44.2098,0.325264,-1.06939,0,0
2.199e+009,-12.7033,-153.487,27.5477,-119.715,44.6608,-76.0421,17.113,43.673,0.319683,-1.60615,0,0
2.199e+009,-12.4209,-154.834,28.3885,-118.197,45.479,-75.2523,17.0905,42.9446,0.297194,-2.33463,0,0
2.199e+009,-12.0594,-156.381,29.2198,-117.087,46.2206,-75.2982,17.0008,41.7889,0.207488,-3.49034,0,0
2.199e+009,-11.5344,-158.021,30.0478,-115.676,46.8867,-75.4371,16.839,40.2391,0.0456065,-5.04008,0,0
2.199e+009,-10.93,-159.536,30.8918,-114.657,47.4382,-76.3546,16.5464,38.3027,-0.24693,-6.97653,0,0
2.199e+009,-10.3112,-160.295,31.7231,-113.623,47.8663,-77.4068,16.1431,36.2161,-0.650206,-9.06311,0,0
2.199e+009,-9.76187,-160.297,32.5587,-112.527,48.1975,-78.3675,15.6388,34.1593,-1.15452,-11.1199,0,0
2.199e+009,-9.29829,-159.967,33.4039,-111.622,48.4538,-79.502,15.0499,32.1196,-1.74344,-13.1596,0,0
2.199e+009,-8.88164,-159.572,34.2505,-110.172,48.6549,-80.0282,14.4044,30.1437,-2.38893,-15.1355,0,0
2.199e+009,-8.49144,-159.34,35.0871,-108.747,48.8156,-80.554,13.7285,28.1933,-3.06484,-17.0859,0,0
2.199e+009,-8.13173,-159.292,35.9494,-107.911,48.9394,-81.645,12.9901,26.266,-3.80328,-19.0131,0,0
2.199e+009,-7.80229,-159.512,36.8103,-106.765,49.0241,-82.4401,12.2137,24.3249,-4.57961,-20.9543,0,0
2.2e+009,-13.7352,-145.569,19.9553,-143.508,36.6904,-98.1602,16.7351,45.3475,0,0,0,0
2.2e+009,-13.6616,-146.658,20.8068,-142.279,37.5755,-97.0988,16.7687,45.1801,0.0335269,-0.167349,0,0
2.2e+009,-13.5566,-147.235,21.6637,-141.295,38.4675,-95.9756,16.8038,45.3197,0.0686638,-0.0277817,0,0
2.2e+009,-13.4198,-148.171,22.4991,-140.475,39.3654,-95.211,16.8663,45.2643,0.131209,-0.0831271,0,0
2.2e+009,-13.3149,-149.145,23.3338,-139.277,40.234,-94.0208,16.9001,45.2564,0.165003,-0.0910297,0,0
2.2e+009,-13.1907,-150.101,24.1492,-138.527,41.0995,-93.3632,16.9503,45.1638,0.215197,-0.183705,0,0
2.2e+009,-13.0538,-151.229,24.9972,-137.252,41.9814,-92.3337,16.9842,44.9178,0.249096,-0.429685,0,0
2.2e+009,-12.8823,-152.441,25.8369,-135.614,42.8563,-91.027,17.0193,44.5871,0.284214,-0.760339,0,0
2.2e+009,-12.6968,-153.616,26.6755,-134.433,43.7237,-90.167,17.0483,44.2656,0.313126,-1.0819,0,0
2.2e+009,-12.4775,-154.782,27.5154,-133.447,44.5571,-89.6842,17.0417,43.7626,0.306579,-1.58485,0,0
2.2e+009,-12.1987,-156.098,28.3592,-132.396,45.375,-89.3891,17.0158,43.0065,0.280676,-2.34096,0,0
2.2e+009,-11.8301,-157.62,29.1909,-131.189,46.126,-89.3233,16.9351,41.8662,0.199967,-3.4813,0,0
2.2e+009,-11.3208,-159.213,30.0257,-130.233,46.7958,-89.9183,16.7701,40.3152,0.0349518,-5.03225,0,0
2.2e+009,-10.7197,-160.728,30.8629,-128.545,47.3464,-90.2306,16.4835,38.3144,-0.251602,-7.03307,0,0
2.2e+009,-10.1118,-161.459,31.7017,-127.674,47.7764,-91.4205,16.0747,36.2539,-0.660462,-9.09359,0,0
2.2e+009,-9.58458,-161.442,32.5289,-127.083,48.1008,-92.8323,15.5719,34.251,-1.1632,-11.0965,0,0
2.2e+009,-9.10291,-161.048,33.3747,-125.348,48.3634,-93.1193,14.9887,32.2285,-1.74641,-13.119,0,0
2.2e+009,-8.69516,-160.65,34.2149,-124.511,48.5647,-94.2318,14.3498,30.279,-2.38532,-15.0685,0,0
2.2e+009,-8.31253,-160.44,35.0515,-122.776,48.7242,-94.4695,13.6727,28.3067,-3.06247,-17.0407,0,0
2.2e+009,-7.9623,-160.379,35.8978,-122.145,48.8466,-95.7353,12.9488,26.4101,-3.78634,-18.9374,0,0
2.2e+009,-7.63981,-160.525,36.7741,-121.239,48.9329,-96.7347,12.1588,24.504,-4.57635,-20.8434,0,0
2.201e+009,-13.6557,-146.451,19.9762,-157.449,36.8031,-112.939,16.8269,44.5091,0,0,0,0
2.201e+009,-13.559,-147.268,20.8104,-156.257,37.6852,-111.773,16.8748,44.4845,0.0479343,-0.0246377,0,0
2.201e+009,-13.4654,-148.122,21.6531,-155.359,38.5683,-110.845,16.9152,44.5145,0.0883012,0.00540357,0,0
2.201e+009,-13.3426,-149.018,22.5033,-154.243,39.4696,-109.731,16.9662,44.5121,0.139317,0.00297863,0,0
2.201e+009,-13.2284,-150.016,23.331,-153.427,40.3432,-109.056,17.0122,44.3709,0.185322,-0.138233,0,0
2.201e+009,-13.0989,-151.026,24.1731,-151.741,41.228,-107.549,17.055,44.1923,0.228076,-0.316831,0,0
2.201e+009,-12.9532,-151.987,24.9857,-151.498,42.092,-107.383,17.1064,44.1158,0.279485,-0.393286,0,0
2.201e+009,-12.7993,-153.073,25.8377,-149.621,42.9683,-105.738,17.1306,43.8833,0.303715,-0.625829,0,0
2.201e+009,-12.619,-154.33,26.6842,-148.61,43.828,-105.208,17.1438,43.4013,0.316882,-1.10781,0,0
2.201e+009,-12.3939,-155.516,27.5238,-147.729,44.6825,-104.814,17.1587,42.9159,0.331763,-1.5932,0,0
2.201e+009,-12.1221,-156.893,28.3684,-146.489,45.4963,-104.401,17.1279,42.0877,0.301011,-2.4214,0,0
2.201e+009,-11.7655,-158.279,29.1807,-145.17,46.2309,-104.123,17.0502,41.0472,0.223305,-3.46185,0,0
2.201e+009,-11.2677,-160.013,30.0596,-144.041,46.9231,-104.656,16.8635,39.3848,0.0366189,-5.12426,0,0
2.201e+009,-10.6673,-161.452,30.8792,-142.775,47.4658,-105.34,16.5866,37.4348,-0.240324,-7.07426,0,0
2.201e+009,-10.0799,-162.081,31.7032,-141.496,47.8893,-106.036,16.1861,35.4602,-0.640848,-9.04886,0,0
2.201e+009,-9.54864,-162.092,32.5414,-140.635,48.2183,-107.238,15.6769,33.3963,-1.15002,-11.1128,0,0
